Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Benegiamo, A., Loiseau, P., Neglia, G.","57191622205; 56283787200; 55884599100","Dissecting demand response mechanisms: The role of consumption forecasts and personalized offers",2018,"Sustainable Energy, Grids and Networks",16,"",,156,166,,,10.1016/j.segan.2018.07.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050385733&partnerID=40&md5=2ae4b7f52129481616961330fdd49cdf",Article,Final,,Scopus,2-s2.0-85050385733
"Defay, E., Faye, R., Despesse, G., Strozyk, H., Sette, D., Crossley, S., Moya, X., Mathur, N.D.","14046735700; 56239260300; 23995037400; 57190977081; 55976402500; 7004682277; 8585533300; 35417939400","Enhanced electrocaloric efficiency via energy recovery",2018,"Nature Communications",9,"1", 1827,,,,9,10.1038/s41467-018-04027-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046883046&partnerID=40&md5=b498fd1f40eaa9d7c05fee052bbafe6d",Article,Final,Open Access,Scopus,2-s2.0-85046883046
"Fouchard, M., Higuchi, A., Ito, T., Maquet, L.","6701695951; 7102829676; 55471025000; 55503986900","The ""memory"" of the Oort cloud",2018,"Astronomy and Astrophysics",620,"", A45,,,,,10.1051/0004-6361/201833435,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057718011&partnerID=40&md5=5d4eaa616bac8ffdd1ff65de9bf7ac57",Article,Final,Open Access,Scopus,2-s2.0-85057718011
"Behar, E., Tabone, B., Saillenfest, M., Henri, P., Deca, J., Lindkvist, J., Holmström, M., Nilsson, H.","56494560800; 57191077826; 57189309266; 26654833600; 55096905900; 56705297900; 9274678000; 7102975928","Solar wind dynamics around a comet: A 2D semi-Analytical kinetic model",2018,"Astronomy and Astrophysics",620,"", A35,,,,4,10.1051/0004-6361/201832736,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051991586&partnerID=40&md5=7b638b08522a549b289c2288c1c4fde5",Article,Final,Open Access,Scopus,2-s2.0-85051991586
"Pham, T.H., Prodan, I., Genon-Catalot, D., Lefevre, L.","56597436300; 36810177300; 25122581300; 7004084918","Dissipated energy minimization for an electro-mechanical elevator of a DC microgrid",2018,"2018 European Control Conference, ECC 2018",,"", 8550504,1118,1123,,,10.23919/ECC.2018.8550504,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059803847&partnerID=40&md5=a5769f114a69b7f1d2c6b7e737da6fe3",Conference Paper,Final,,Scopus,2-s2.0-85059803847
"Chen, M.-W., Kim, H., Bernard, C., Pizzochero, M., Zaldĺvar, J., Pascual, J.I., Ugeda, M.M., Yazyev, O.V., Greber, T., Osterwalder, J., Renault, O., Kis, A.","57193983073; 57202105854; 57196710727; 56940858400; 57204636691; 55744074300; 9838809700; 8443959700; 57204306089; 7004446699; 7004498172; 6603815894","Electronic Properties of Transferable Atomically Thin MoSe<inf>2</inf>/h-BN Heterostructures Grown on Rh(111)",2018,"ACS Nano",12,"11",,11161,11168,,2,10.1021/acsnano.8b05628,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056454508&partnerID=40&md5=3c4e8bc659712b24f4b19b252ccf1c43",Article,Final,,Scopus,2-s2.0-85056454508
"Parola, S., Vauthelin, A., Martinez, F., Tournet, J., Husseini, J.E., Kret, J., Qbesnel, E., Rouillard, Y., Tournie, E., Cuminal, Y.","57209727807; 57204952333; 14521125500; 55921885000; 56266931500; 57205407110; 57205401152; 55908921500; 7006952900; 6602769058","Investigation of antimonide-based semiconductors for high-efficiency multi-junction solar cells",2018,"2018 IEEE 7th World Conference on Photovoltaic Energy Conversion, WCPEC 2018 - A Joint Conference of 45th IEEE PVSC, 28th PVSEC and 34th EU PVSEC",,"", 8547496,937,942,,1,10.1109/PVSC.2018.8547496,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059895077&partnerID=40&md5=0dc2abd97eaba0458dfd51ac29453363",Conference Paper,Final,,Scopus,2-s2.0-85059895077
"Vauche, L., Veinberg-Vidal, E., Desrues, T., Lanterne, A., Coig, M., Milesi, F., Lecouvey, C., Morales, C., Jany, C., Medjoubi, K., Mur, P.","56480825200; 57193509229; 24528409300; 55604058700; 56116971700; 8537850400; 56010626000; 8238843700; 36789935200; 57205406226; 55882996600","Silicon bottom subcell optimization for wafer-bonded III-V on Si multijunction solar cells",2018,"2018 IEEE 7th World Conference on Photovoltaic Energy Conversion, WCPEC 2018 - A Joint Conference of 45th IEEE PVSC, 28th PVSEC and 34th EU PVSEC",,"", 8547745,261,263,,,10.1109/PVSC.2018.8547745,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059893709&partnerID=40&md5=bee14536f8aa626c923c71e70b9edbb5",Conference Paper,Final,,Scopus,2-s2.0-85059893709
"Condorelli, G., Favre, W., Battaglia, A., Rotoli, P., Canino, A., Sciuto, M., Ragonesi, A., Danel, A., Munoz, D., Roux, C., Lerat, J.-F., Medlege, F., Barth, V., Sicot, L., Ribeyron, P.-J., Gerardi, C.","57205898836; 36061074800; 56702045500; 57205399885; 24482864900; 9232811500; 57205405180; 7003386867; 56209508400; 57203503430; 54793163500; 6505929328; 57193539224; 6602855641; 6507423160; 7006012270","High Efficiency Hetero-Junction: From Pilot Line to Industrial Production",2018,"2018 IEEE 7th World Conference on Photovoltaic Energy Conversion, WCPEC 2018 - A Joint Conference of 45th IEEE PVSC, 28th PVSEC and 34th EU PVSEC",,"", 8548197,1970,1973,,,10.1109/PVSC.2018.8548197,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059888237&partnerID=40&md5=132c7e5303264042d1db4c8c39374160",Conference Paper,Final,,Scopus,2-s2.0-85059888237
"Salis, M.V., Rodière, P., Leng, H., Huang, Y.K., De Visser, A.","57199300142; 6603219194; 57197856016; 7501575230; 7005216393","Penetration depth study of the type-I superconductor PdTe<inf>2</inf>",2018,"Journal of Physics Condensed Matter",30,"50", 505602,,,,3,10.1088/1361-648X/aaed31,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057139429&partnerID=40&md5=f9224ddeabd96b68d32088206746c888",Article,Final,,Scopus,2-s2.0-85057139429
"Cariou, R., Medjoubi, K., Vauche, L., Veinberg-Vidal, E., Park, S., Lefèvre, J., Baudrit, M., Voarino, P., Mur, P., Boizot, B.","41460922800; 57205406226; 56480825200; 57193509229; 57194456367; 45561591000; 14055628800; 6506630051; 55882996600; 6603799762","Evaluation of III-V/Si Multi-Junction Solar Cells Potential for Space",2018,"2018 IEEE 7th World Conference on Photovoltaic Energy Conversion, WCPEC 2018 - A Joint Conference of 45th IEEE PVSC, 28th PVSEC and 34th EU PVSEC",,"", 8547773,3335,3338,,,10.1109/PVSC.2018.8547773,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059899552&partnerID=40&md5=f51851f6e4c52a408b9ab72a5321e460",Conference Paper,Final,,Scopus,2-s2.0-85059899552
"Gaume, J., Guerin, T., Robin, H., Gerenton, F., Harrison, S., Chaix, R., Veschetti, Y.","57205408082; 57208993730; 57205399259; 56979346900; 57193516246; 23011655900; 9335943800","Development of lightweight and flexible c-Si photovoltaic modules for the STRATOBUSTM",2018,"2018 IEEE 7th World Conference on Photovoltaic Energy Conversion, WCPEC 2018 - A Joint Conference of 45th IEEE PVSC, 28th PVSEC and 34th EU PVSEC",,"", 8548263,3344,3346,,,10.1109/PVSC.2018.8548263,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059895432&partnerID=40&md5=0d9a2d81f148ca4de7ab790c80067421",Conference Paper,Final,,Scopus,2-s2.0-85059895432
"Tavakoli, A., Abbott, A.A., Renou, M.-O., Gisin, N., Brunner, N.","7005051780; 40661072500; 57194491642; 7102753380; 7102739637","Semi-device-independent characterization of multipartite entanglement of states and measurements",2018,"Physical Review A",98,"5", 052333,,,,3,10.1103/PhysRevA.98.052333,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057538179&partnerID=40&md5=64ff55b791cb87dba2b5ad9ae7db309f",Article,Final,,Scopus,2-s2.0-85057538179
"Kapoor, A., Guan, N., Vallo, M., Messanvi, A., Mancini, L., Gautier, E., Bougerol, C., Gayral, B., Julien, F.H., Vurpillot, F., Rigutti, L., Tchernycheva, M., Eymery, J., Durand, C.","57196924777; 56819833100; 36702249400; 56196430600; 56388378600; 14069917000; 6602880437; 6701554779; 7005190111; 8299585600; 8852333700; 8059771400; 7004704563; 12445607400","Green Electroluminescence from Radial m-Plane InGaN Quantum Wells Grown on GaN Wire Sidewalls by Metal-Organic Vapor Phase Epitaxy",2018,"ACS Photonics",5,"11",,4330,4337,,1,10.1021/acsphotonics.8b00520,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056262682&partnerID=40&md5=565c4ee4fe29f2b11f6f653fc438bf06",Article,Final,,Scopus,2-s2.0-85056262682
"Leon, A., Reig, B., Puyal, V., Perret, E., Ferrari, P., Podevin, F.","57203218293; 24171670900; 55842523200; 24722021000; 7202597263; 14422903900","High Performance and Low Energy Consumption in Phase Change Material RF Switches",2018,"2018 48th European Microwave Conference, EuMC 2018",,"", 8541622,491,494,,,10.23919/EuMC.2018.8541622,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059804385&partnerID=40&md5=cd1261009d30ba9f1ca8f01ffff57934",Conference Paper,Final,,Scopus,2-s2.0-85059804385
"Stetten, L., Blanchart, P., Mangeret, A., Lefebvre, P., Le Pape, P., Brest, J., Merrot, P., Julien, A., Proux, O., Webb, S.M., Bargar, J.R., Cazala, C., Morin, G.","57191620374; 57204045168; 55207359000; 57204636547; 55173042700; 55937549100; 57202905637; 57196470865; 6701346481; 56212409600; 7003387615; 6507416561; 7102758735","Redox Fluctuations and Organic Complexation Govern Uranium Redistribution from U(IV)-Phosphate Minerals in a Mining-Polluted Wetland Soil, Brittany, France",2018,"Environmental Science and Technology",52,"22",,13099,13109,,3,10.1021/acs.est.8b03031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056466005&partnerID=40&md5=263287571967edabdbfb92ba58c0fb8f",Article,Final,,Scopus,2-s2.0-85056466005
"Ponnuchamy, V., Mossa, S., Skarmoutsos, I.","56538605800; 55888318300; 6507920927","Solvent and Salt Effect on Lithium Ion Solvation and Contact Ion Pair Formation in Organic Carbonates: A Quantum Chemical Perspective",2018,"Journal of Physical Chemistry C",122,"45",,25930,25939,,2,10.1021/acs.jpcc.8b09892,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056500119&partnerID=40&md5=ea8d1e87a3fd11a7cf951ed7592a8161",Article,Final,,Scopus,2-s2.0-85056500119
"Louis, J.-N., Allard, S., Debusschere, V., Mima, S., Tran-Quoc, T., Hadjsaid, N.","57023147800; 55972904600; 9332493800; 35122785800; 6603786774; 55403598500","Environmental impact indicators for the electricity mix and network development planning towards 2050 – A POLES and EUTGRID model",2018,"Energy",163,"",,618,628,,2,10.1016/j.energy.2018.08.093,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052288550&partnerID=40&md5=74949cc8250f011e153d623c2db35514",Article,Final,,Scopus,2-s2.0-85052288550
"Wyttenbach, J., Bougard, J., Descy, G., Skrylnyk, O., Courbon, E., Frère, M., Bruyat, F.","55595941600; 7004060259; 7801426652; 57193007321; 57193010038; 23034252400; 57203803024","Performances and modelling of a circular moving bed thermochemical reactor for seasonal storage",2018,"Applied Energy",230,"",,803,815,,4,10.1016/j.apenergy.2018.09.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052994941&partnerID=40&md5=6756af7e2b28ca6a561c5cbbba47d7ed",Article,Final,,Scopus,2-s2.0-85052994941
"Labbé, F., Disa, E., Ahmad, Y., Guérin, K., Asset, T., Maillard, F., Chatenet, M., Metkemeijer, R., Berthon-Fabry, S.","57202032090; 42661327600; 54796388300; 8616893800; 56294895100; 7003491509; 6602246049; 23492851000; 16027887700","Tin dioxide coated carbon materials as an alternative catalyst support for PEMFCs: Impacts of the intrinsic carbon properties and the synthesis parameters on the coating characteristics",2018,"Microporous and Mesoporous Materials",271,"",,1,15,,4,10.1016/j.micromeso.2018.05.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047645267&partnerID=40&md5=d661d5c39e188ee91ea20a6612186fa7",Article,Final,,Scopus,2-s2.0-85047645267
"Ovalle, A., Pouget, J., Bacha, S., Gerbaud, L., Vinot, E., Sonier, B.","54684800200; 53984966000; 6603814326; 57203613074; 6603128280; 57203871319","Energy storage sizing methodology for mass-transit direct-current wayside support: Application to French railway company case study",2018,"Applied Energy",230,"",,1673,1684,,1,10.1016/j.apenergy.2018.09.035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053293915&partnerID=40&md5=61dc1c5c975dca6594232faea77b71a0",Article,Final,,Scopus,2-s2.0-85053293915
"Koronski, K., Strak, P., Wierzbicka, A., Grzanka, E., Borysiuk, J., Sobczak, K., Jakiela, R., Sobanska, M., Klosek, K., Monroy, E., Zytkiewicz, Z.R., Krukowski, S., Kaminska, A.","57193006038; 23089452700; 26034675700; 55887949000; 6602865138; 56376604400; 8910708000; 36605276100; 55052224900; 57203196110; 7004374949; 7003687855; 35432605800","Experimental and theoretical analysis of influence of barrier composition on optical properties of GaN/AlGaN multi-quantum wells: Temperature- and pressure-dependent photoluminescence studies",2018,"Journal of Alloys and Compounds",769,"",,1064,1071,,2,10.1016/j.jallcom.2018.08.050,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051636644&partnerID=40&md5=356013bf4eaf80ddf94942f38e3746c4",Article,Final,,Scopus,2-s2.0-85051636644
"Yoshida, K., Tanaka, S., Yamamoto, T., Tajima, K., Borsali, R., Isono, T., Satoh, T.","56430184000; 57204592894; 57205018075; 7403103045; 57210202005; 41561409800; 7403584784","Chain-End Functionalization with a Saccharide for 10 nm Microphase Separation: ""classical"" PS- b-PMMA versus PS- b-PMMA-Saccharide",2018,"Macromolecules",51,"21",,8870,8877,,3,10.1021/acs.macromol.8b02069,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056276658&partnerID=40&md5=7f03a3e17445bf0fb52e76b7a0879301",Article,Final,,Scopus,2-s2.0-85056276658
"Khazaka, R., Nolot, E., Aubin, J., Hartmann, J.-M.","56734600500; 21834758800; 56763629800; 55443040800","Growth and characterization of SiGeSn pseudomorphic layers on 200 mm Ge virtual substrates",2018,"Semiconductor Science and Technology",33,"12", 124011,,,,1,10.1088/1361-6641/aaea32,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057527023&partnerID=40&md5=86970e769ba20facf6dfa69e36028889",Article,Final,,Scopus,2-s2.0-85057527023
"Tao, Q., Ouisse, T., Pinek, D., Chaix-Pluchery, O., Wilhelm, F., Rogalev, A., Opagiste, C., Jouffret, L., Champagne, A., Charlier, J.-C., Lu, J., Hultman, L., Barsoum, M.W., Rosen, J.","56583575200; 57204297210; 57200013448; 55879936500; 35493296000; 7005931453; 6701920615; 35113205400; 57195531685; 35501732700; 56403578100; 24783103100; 7006622206; 9279692000","Rare-earth (RE) nanolaminates Mo4RE4Al7 C3 featuring ferromagnetism and mixed-valence states",2018,"Physical Review Materials",2,"11", 114401,,,,1,10.1103/PhysRevMaterials.2.114401,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060643689&partnerID=40&md5=79857d8034b42ec16838ee90034d63dc",Article,Final,,Scopus,2-s2.0-85060643689
"Koga, G.Y., Otani, L.B., Silva, A.M.B., Roche, V., Nogueira, R.P., Jorge, A.M., Bolfarini, C., Kiminami, C.S., Botta, W.J.","56228614100; 54930962200; 57198695151; 23467880300; 7102312908; 7005222046; 7003313441; 7006342287; 57200170186","Characterization and corrosion resistance of boron-containing-austenitic stainless steels produced by rapid solidification techniques",2018,"Materials",11,"11", 2189,,,,2,10.3390/ma11112189,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055981874&partnerID=40&md5=f1d7e655c4ce060e83cab23f8ef42a6b",Article,Final,Open Access,Scopus,2-s2.0-85055981874
"Ashton, E.G., Kindlein Junior, W., Walter, Y., Dwek, M., Zwolinski, P.","57073105600; 21834458300; 57201344617; 56548660200; 6508004280","Identification of potential applications for recycled polymeric multi-material",2018,"International Journal of Sustainable Engineering",11,"6",,420,428,,,10.1080/19397038.2018.1449030,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044386149&partnerID=40&md5=afc0038ef9c3245866a2e8912f0db757",Article,Final,,Scopus,2-s2.0-85044386149
"Lallart, A., Garnier, P., Lorenceau, E., Cartellier, A., Charlaix, E.","57205667589; 16312799400; 7801401208; 56114577300; 6701713569","Cleaning surfaces from nanoparticles with polymer film: impact of the polymer stripping",2018,"Micro and Nano Engineering",1,"",,33,36,,,10.1016/j.mne.2018.09.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061030271&partnerID=40&md5=0702f911b318ac0b68e1fab9a184df73",Article,Final,Open Access,Scopus,2-s2.0-85061030271
"Haddad, C., Jacob, S., Charbonneau, M., Revaux, A., Ghibaudo, G.","57202692234; 27172283200; 36719935600; 35249002700; 55844290000","Lambert W-function based modelling of P-OTFTs and application to low temperature measurements",2018,"Organic Electronics",62,"",,610,614,,,10.1016/j.orgel.2018.06.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049030464&partnerID=40&md5=f70da72804e633e7f9621a0c1a319e8e",Article,Final,,Scopus,2-s2.0-85049030464
"Bordet, P.","7005207621","Application of the pair distribution function analysis for the study of cultural heritage materials | Application de l'analyse par la fonction de distribution de paires à l'étude des matériaux du patrimoine culturel",2018,"Comptes Rendus Physique",19,"7",,561,574,,1,10.1016/j.crhy.2018.06.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050721129&partnerID=40&md5=61c248d47ec580cf916bcf3da095e96c",Article,Final,Open Access,Scopus,2-s2.0-85050721129
"Ly, M., Casati, R., Bertails-Descoubes, F., Skouras, M., Boissieux, L.","57208438524; 55805014000; 36719854300; 55554563200; 15841744600","Inverse elastic shell design with contact and friction",2018,"ACM Transactions on Graphics",37,"6", 201,,,,1,10.1145/3272127.3275036,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064838053&partnerID=40&md5=b890c7ff53bb46de0ddda9e7d8bad44f",Article,Final,,Scopus,2-s2.0-85064838053
"Bizouerne, M., Pargon, E., Petit-Etienne, C., Labau, S., David, S., Martin, M., Burtin, P.","57190606941; 6507338919; 8692193700; 35078873900; 24597426300; 55486349200; 57190610346","Low damage patterning of In<inf>0.53</inf>Ga<inf>0.47</inf>As film for its integration as n-channel in a fin metal oxide semiconductor field effect transistor architecture",2018,"Journal of Vacuum Science and Technology A: Vacuum, Surfaces and Films",36,"6", 061305,,,,,10.1116/1.5051505,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056775292&partnerID=40&md5=e33710b2a78632d135e9b8e5ede3bf56",Article,Final,,Scopus,2-s2.0-85056775292
"Gracia, L., Casero, P., Bourasseau, C., Chabert, A.","57204813715; 26040507500; 55233771900; 57193833961","Use of hydrogen in off-grid locations, a techno-economic assessment",2018,"Energies",11,"11", en11113141,,,,4,10.3390/en11113141,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057316281&partnerID=40&md5=fa99e66ce3fe09b8a808c5529b35c8a9",Article,Final,Open Access,Scopus,2-s2.0-85057316281
"Viallon-Galinier, L., Combe, G., Richefeu, V., Atman, A.P.F.","57204762448; 6507672240; 16022883800; 6603645328","Emergence of shear bands in confined granular systems: Singularity of the q-statistics",2018,"Entropy",20,"11", 862,,,,1,10.3390/e20110862,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057019991&partnerID=40&md5=3d84c46f054399cf41571a0c63c2d026",Article,Final,Open Access,Scopus,2-s2.0-85057019991
"Revil, A., Soueid Ahmed, A., Matthai, S.","57203079832; 55775505700; 6604040986","Transport of water and ions in partially water-saturated porous media. Part 3. Electrical conductivity",2018,"Advances in Water Resources",121,"",,97,111,,2,10.1016/j.advwatres.2018.08.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052482921&partnerID=40&md5=c9fc29012c2550941049bd845e8f5cba",Article,Final,,Scopus,2-s2.0-85052482921
"Gasparin, S., Berger, J., Dutykh, D., Mendes, N.","57191822448; 55503984500; 15020183900; 55496141300","An adaptive simulation of nonlinear heat and moisture transfer as a boundary value problem",2018,"International Journal of Thermal Sciences",133,"",,120,139,,3,10.1016/j.ijthermalsci.2018.07.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050092415&partnerID=40&md5=3736c2b946b4bcb74aaed4e51e83cd09",Article,Final,,Scopus,2-s2.0-85050092415
