UNITE;NOM JOURNAL OU CONF;NOM ARTICLE;AUTEURS;ADRESSE;;
 ;PLOS ONE;KERATINOCYTE STEM CELLS ARE MORE RESISTANT TO UVA RADIATION THAN THEIR DIRECT PROGENY;"METRAL, ELODIE; RACHIDI, WALID";" COMMISSARIAT ENERGIE ATOM & ENERGIES ALTERNAT CEA, INST NANOSCI & CRYOGENIE INAC, SYST MOL & NANOMAT ENERGIE SANTE SYMMES, LAN, GRENOBLE, FRANCE.; ";;
 ;LANGMUIR;THE EFFECT OF CROWDING ON PROTEIN STABILITY, RIGIDITY, AND HIGH PRESSURE SENSITIVITY IN WHOLE CELLS;MARTINEZ, NICOLAS;" CEA CNRS UGA GRENOBLE ALPES, SYMMES 5819, GRENOBLE, FRANCE.; ";;
 ;BEILSTEIN JOURNAL OF NANOTECHNOLOGY;A SCANNING PROBE MICROSCOPY STUDY OF NANOSTRUCTURED TIO2/POLY(3-HEXYLTHIOPHENE) HYBRID HETEROJUNCTIONS FOR PHOTOVOLTAIC APPLICATIONS;GREVIN, BENJAMIN;" UGA, CNRS, CEA, SYMMES UMR5819, 17 RUE MARTYRS, F-38054 GRENOBLE, FRANCE.;";;
 ;CHEMICAL COMMUNICATIONS;X- RAY STRUCTURAL, FUNCTIONAL AND COMPUTATIONAL STUDIES OF THE O2-SENSITIVE E. COLI HYDROGENASE-1 C19G VARIANT REVEAL AN UNUSUAL [ 4FE-4S] CLUSTER+;"MOUESCA, J.; M.;";" CEA GRENOBLE INAC SYMMES CAMPE, UMR SYMMES CEA CNRS UGA 5819, 17 AVE MARTYRS, F-38054 GRENOBLE, FRANCE.; ";;
 ;PHYSICAL REVIEW LETTERS;HIGHLY EFFICIENT SPIN-TO-CHARGE CURRENT CONVERSION IN STRAINED HGTE SURFACE STATES PROTECTED BY A HGCDTE LAYER;"GAMBARELLI, S.;";" CEA, INST NANOSCI & CRYOGENIE, SYMMES, F-38000 GRENOBLE, FRANCE.; ";;
 ;NANOMATERIALS;IN VITRO DERMAL SAFETY ASSESSMENT OF SILVER NANOWIRES AFTER ACUTE EXPOSURE: TISSUE VS. CELL MODELS;RACHIDI, WALID;" CEA, INAC, SYMMES, F-38054 GRENOBLE, FRANCE.; ";;
 ;BRITISH JOURNAL OF DERMATOLOGY;WAVELENGTHS LONGER THAN 380 NM CAUSE PHOTODAMAGE TO SKIN CELLS THAT IS NOT ADEQUATELY PROTECTED BY APPLICATION OF CONVENTIONAL SUNSCREENS;"DOUKI, T.;";" CEA, INAC, SYMMES, LAN, GRENOBLE, FRANCE.; ";;
;;;;;;
TIMA;;;;;;
;IEEE TRANSACTIONS ON COMPUTERS;FIRST-LAST: A COST-EFFECTIVE ADAPTIVE ROUTING SOLUTION FOR TSV-BASED THREE-DIMENSIONAL NETWORKS-ON-CHIP;"COELHO, ALEXANDRE; ZERGAINOH, NACER-EDDINE";" TIMA LAB, GRENOBLE, FRANCE.; ";;
;MEASUREMENT;ACCURACY ENHANCEMENT IN LOW FREQUENCY GAIN AND PHASE DETECTOR (AD8302) BASED BIOIMPEDANCE SPECTROSCOPY SYSTEM;EMMANUEL, SIMEU;" INST POLYTECH GRENOBLE, TIMA, GRENOBLE, FRANCE.;";;
;2018 INTERNATIONAL INTEGRATED RELIABILITY WORKSHOP (IIRW);AGING INVESTIGATION OF DIGITAL CIRCUIT USING IN-SITU MONITOR;"SHAH, R.;; ANGHEL, L.;";" TIMA, 46 AVE FELIX VIALLET, F-38031 GRENOBLE, FRANCE.;";;
;2018 IEEE BIENNIAL CONGRESS OF ARGENTINA (ARGENCON);BAYESIAN ENHANCED ENSEMBLE APPROACH (BEEA) FOR TIME SERIES FORECASTING;VELAZCO, RAOUL;" CNRS, LAB TIMA, GRENOBLE, FRANCE.;";;
;IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS;IMPLEMENTATION AND CHARACTERIZATION OF A PHYSICAL UNCLONABLE FUNCTION FOR IOT: A CASE STUDY WITH THE TERO-PUF;CHERKAOUI, ABDELKARIM;" TIMA LAB, F-38000 GRENOBLE, FRANCE.;";;
;JOURNAL OF SYSTEMS ARCHITECTURE;FUZZY LOGIC BASED OBJECTIVE IMAGE QUALITY ASSESSMENT WITH FPGA IMPLEMENTATION;"TCHENDJOU, GHISLAIN TAKAM; SIMEU, EMMANUEL; ALHAKIM, RSHDEE";" CNRS, TIMA, F-38000 GRENOBLE, FRANCE.;";;
;17TH INTERNATIONAL CONFERENCE ON MICRO AND NANOTECHNOLOGY FOR POWER GENERATION AND ENERGY CONVERSION APPLICATIONS (POWERMEMS 2017);ON THE DESIGN GUIDELINES FOR MINIATURIZING THERMO-MAGNETICALLY ACTIVATED PIEZOELECTRIC ENERGY GENERATOR;"RENDON-HERNANDEZ, ADRIAN; BASROUR, SKANDAR";" CNRS, TIMA LAB, F-38031 GRENOBLE, FRANCE.;";;
;PROCEEDINGS OF THE 2018 DESIGN, AUTOMATION & TEST IN EUROPE CONFERENCE & EXHIBITION (DATE);NBTI AGED CELL REJUVENATION WITH BACK BIASING AND RESULTING CRITICAL PATH REORDERING FOR DIGITAL CIRCUITS IN 28NM FDSOI;"SIVADASAN, AJITH; SHAH, RIDDHI JITENDRAKUMAR; ANGHEL, LORENA";" TIMA, 46 AVE FELIX VIALLET, F-38031 GRENOBLE, FRANCE.;";;
;2018 23RD ASIA AND SOUTH PACIFIC DESIGN AUTOMATION CONFERENCE (ASP-DAC);A MAPPING APPROACH BETWEEN IR AND BINARY CFGS DEALING WITH AGGRESSIVE COMPILER OPTIMIZATIONS FOR PERFORMANCE ESTIMATION;"MATOUSSI, OMAYMA; PETROT, FREDERIC";" GRENOBLE INST TECHNOL, TIMA LAB, GRENOBLE, FRANCE.;";;
;INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS;GUEST EDITORIAL: SPECIAL ISSUE ON COMPUTATIONAL IMAGE SENSORS AND SMART CAMERA HARDWARE;SICARD, GILLES;" CEA, LETI, TIMA LAB, GRENOBLE, FRANCE.; ";;
TIMC;;;;;;
;PROGRES EN UROLOGIE;PLACE OF PARTIAL NEPHRECTOMY ASSISTED BY ROBOT: REVIEW OF THE LITERATURE AT THE TIME OF A REQUEST FOR A SPECIFIC NOMENCLATURE;"LONG, J.; -A.;; DESCOTES, J.; -L.;";" CNRS 5525, TIMC, IMAG, F-38700 LA TRONCHE, FRANCE.;";;
;AUTOIMMUNITY REVIEWS;HIBISCUS: HYDROXYCHLOROQUINE FOR THE SECONDARY PREVENTION OF THROMBOTIC AND OBSTETRICAL EVENTS IN PRIMARY ANTIPHOSPHOLIPID SYNDROME;PERNOD, GILLES;" TIMC, CNRS, INFORMAT MATH & APPLICAT IMAG, UMR 5525, GRENOBLE, FRANCE.; ";;
;JOURNAL OF GYNECOLOGY OBSTETRICS AND HUMAN REPRODUCTION;NON-INVASIVE FETAL MONITORING USING ELECTROCARDIOGRAPHY AND PHONOCARDIOGRAPHY: A PRELIMINARY STUDY;"GOBILLOT, S.;; FONTECAVE-JALLON, J.;; GUMERY, P.; Y.;; HOFFMANN, P.;";" PRETA, LAB TIMC IMAG, F-38700 LA TRONCHE, FRANCE.; ";;
;SURGERY FOR OBESITY AND RELATED DISEASES;BARIATRIC SURGERY IMPROVES THE EMPLOYMENT RATE IN PEOPLE WITH OBESITY: 2-YEAR ANALYSIS;RECHE, FABIAN;" IMAG LAB GRENOBLE, TIMC, CNRS, UMR 5525, GRENOBLE, FRANCE.;";;
;IRBM;RESYNPLEX: RESPIRATORY SYNDROME LINKED PATHOGENS MULTIPLEX DETECTION AND CHARACTERIZATION;"CASPAR, Y.;; MAURIN, M.;";" UGA, CNRS, UMR 5525, TIMC,IMAG, GRENOBLE, FRANCE.; ";;
;BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES;CHOLESTEROL AND PHOSPHATIDYLSERINE ARE ENGAGED IN ADENOVIRAL DODECAHEDRON ENDOCYTOSIS;CHROBOCZEK, JADWIGA;" UJF, CNRS, THEREX, TIMC,IMAG,UMR 5525, F-38706 LA TRONCHE, FRANCE.;";;
;SENSORS AND ACTUATORS A-PHYSICAL;USING THICKNESS-SHEAR MODE QUARTZ RESONATOR FOR CHARACTERIZING THE VISCOELASTIC PROPERTIES OF PDMS DURING CROSS-LINKING, FROM THE LIQUID TO THE SOLID STATE AND AT DIFFERENT TEMPERATURES;CHAGNON, GREGORY;" CNRS, TIMC IMAG, F-38000 GRENOBLE, FRANCE.;";;
;ANNALS OF BIOMEDICAL ENGINEERING;AUTOMATIC ROBOTIC STEERING OF FLEXIBLE NEEDLES FROM 3D ULTRASOUND IMAGES IN PHANTOMS AND EX VIVO BIOLOGICAL TISSUE;TROCCAZ, JOCELYNE;" SCH MED, TIMC IMAG LAB, PAVILLON TAILLEFER, F-38706 LA TRONCHE, FRANCE.;";;
;CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY;EVALUATION OF THE NEEDLE POSITIONING ACCURACY OF A LIGHT PUNCTURE ROBOT UNDER MRI GUIDANCE: RESULTS OF A CLINICAL TRIAL ON HEALTHY VOLUNTEERS;MOREAU-GAUDRY, ALEXANDRE;" CNRS, TIMC IMAG, F-38000 GRENOBLE, FRANCE.; ";;
;CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY;EVALUATION OF THE NEEDLE POSITIONING ACCURACY OF A LIGHT PUNCTURE ROBOT UNDER MRI GUIDANCE: RESULTS OF A CLINICAL TRIAL ON HEALTHY VOLUNTEERS;"HUNGR, NIKOLAI; FOUARD, CELINE; VERON, BAPTISTE; CINQUIN, PHILIPPE";" EQUIPE GMCAO, LAB TIMC IMAG, UMR CNRS 5525, FAC MED, PAVILLON TAILLEFER, F-38706 LA TRONCHE, FRANCE.; ";;
;SANTE PUBLIQUE;OPEN HEART SURGERY UNDER ACUPUNCTURE? DECRYPTING A PROGRAM BROADCAST ON FRANCE 2;"GUILLAUD, ALBIN; PINSAULT, NICOLAS";" UGA, CNRS, UMR 5525, THEMAS LAB,TIMC IMAG, GRENOBLE, FRANCE.; ";;
;JOURNAL OF THROMBOSIS AND THROMBOLYSIS;ANEMIA AND BLEEDING IN PATIENTS RECEIVING ANTICOAGULANT THERAPY FOR VENOUS THROMBOEMBOLISM: COMMENT;"GABOREAU, YOANN; VERMOREL, CELINE; IMBERT, PATRICK; BOSSON, JEAN-LUC; PERNOD, GILLES";" CNRS, TIMC IMAG, F-38000 GRENOBLE, FRANCE.; ";;
;THROMBOSIS RESEARCH;EFFECT OF DOUBLE-FILTRATION PLASMAPHERESIS FOR ANTIBODY-MEDIATED REJECTION ON HEMOSTASIS PARAMETERS AND THROMBIN GENERATION;"MARLU, R.;; SEYVE, L.;; LE GOUELLEC, A.;; POLACK, B.;";" CNRS, UMR5525, THEREX, TIMC IMAG, GRENOBLE, FRANCE.; ";;
;PHYSICAL BIOLOGY;UNIVERSAL AND IDIOSYNCRATIC CHARACTERISTIC LENGTHS IN BACTERIAL GENOMES;JUNIER, IVAN;" CNRS, TIMC IMAG, GRENOBLE, FRANCE.; ";;
;PLOS ONE;THE CONTRIBUTION OF OPEN COMMENTS TO UNDERSTANDING THE RESULTS FROM THE HOSPITAL SURVEY ON PATIENT SAFETY CULTURE (HSOPS): A QUALITATIVE STUDY;"BOUSSAT, BASTIEN; FRANCOIS, PATRICE";" UNIV GRENOBLE ALOES, TIMC UMR CNRS 5525, GRENOBLE, FRANCE.; ";;
;CLINICAL TRANSPLANTATION;AORTIC BYPASS SURGERY FOR ASYMPTOMATIC PATIENTS AWAITING A KIDNEY TRANSPLANT: A WORD OF CAUTION;"LONG, JEAN-ALEXANDRE; DESCOTES, JEAN-LUC; FIARD, GAELLE";" CNRS, UMR 5525, TIMC IMAG LAB, GRENOBLE, FRANCE.; ";;
;PROGRES EN UROLOGIE;OPEN PROSTATECTOMY VERSUS 180-W XPS GREENLIGHT LASER VAPORIZATION: LONG-TERM FUNCTIONAL OUTCOME FOR PROSTATIC ADENOMAS > 80 G;"LANCHON, C.;; FIARD, G.;; LONG, J.; -A.;; DESCOTES, J.; -L.;";" UJF GRENOBLE 1, CNRS, INSERM, TIMC IMAG UMR 5525, F-38041 GRENOBLE, FRANCE.;";;
;BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE;RELIABILITY OF DIAGNOSIS AND CLINICAL EFFICACY OF VISCERAL OSTEOPATHY: A SYSTEMATIC REVIEW;"GUILLAUD, ALBIN; PINSAULT, NICOLAS";" UMR CNRS UGA, TIMC IMAG LAB, THEMAS TEAM, F-5525 GRENOBLE, FRANCE.; ";;
;JOVE-JOURNAL OF VISUALIZED EXPERIMENTS;LENS-FREE VIDEO MICROSCOPY FOR THE DYNAMIC AND QUANTITATIVE ANALYSIS OF ADHERENT CELL CULTURE;USSON, YVES;" TIMC IMAG, LA TRONCHE, FRANCE.;";;
;LUNG CANCER;ALK FUSION VARIANTS DETECTION BY TARGETED RNA-NEXT GENERATION SEQUENCING AND CLINICAL RESPONSES TO CRIZOTINIB IN ALK-POSITIVE NON-SMALL CELL LUNG CANCER;MONDET, JULIE;" CNRS, UMR 5525, THEREX TIMC IMAG, GRENOBLE, FRANCE.; ";;
;EXPERIMENTAL AND CLINICAL TRANSPLANTATION;FAVORABLE EVOLUTION OF CRYPTOCOCCAL MENINGITIS IN THE CONTEXT OF FLUCYTOSINE RESISTANCE;BEDOUCH, PIERRICK;" CNRS, TIMC IMAG UMR THEMAS 5525, GRENOBLE, FRANCE.; ";;
;JOURNAL OF TISSUE VIABILITY;PERSONALIZED MODELING FOR REAL-TIME PRESSURE ULCER PREVENTION IN SITTING POSTURE;"BAILET, MATHIEU; PAYAN, YOHAN";" UJF GRENOBLE1, CNRS, TIMC, IMAG UMR 5525, F-38041 GRENOBLE, FRANCE.; ";;
;OSTEOARTHRITIS AND CARTILAGE;QUALITATIVE AND QUANTITATIVE ASSESSMENT OF CARTILAGE DEGENERATION USING FULL-FIELD OPTICAL COHERENCE TOMOGRAPHY EX VIVO;"VOROS, S.;";" INSERM, TIMC IMAG, F-38000 GRENOBLE, FRANCE.; ";;
;EUROPEAN JOURNAL OF TRAUMA AND EMERGENCY SURGERY;EMERGENCY SURGERY FOR OBSTRUCTING COLONIC CANCER: A COMPARISON BETWEEN RIGHT-SIDED AND LEFT-SIDED LESIONS;"FAUCHERON, J.; -L.;; TRILLING, B.;";" UNIV GRENOBLE ALPS, UMR 5525, CNRS, TIMC IMAG, F-38000 GRENOBLE, FRANCE.; ";;
;BLOOD PURIFICATION;REDUCING FIBRINOGEN AND FACTOR XIII USING DOUBLE-FILTRATION PLASMAPHERESIS FOR ANTIBODY-MEDIATED REJECTION: PREDICTIVE MODELS;"MARLU, RAPHAEL; POLACK, BENOIT";" THEREX, TIMC IMAG, CNRS UMR5525, GRENOBLE, FRANCE.; ";;
;INTERNATIONAL BRAZ J UROL;SUPER-SELECTIVE ROBOT-ASSISTED PARTIAL NEPHRECTOMY USING NEAR-INFRARED FLURORESCENCE VERSUS EARLY-UNCLAMPING OF THE RENAL ARTERY: RESULTS OF A PROSPECTIVE MATCHED-PAIR ANALYSIS;"LANCHON, CECILIA; FIARD, GAELLE; DESCOTES, JEAN-LUC; LONG, JEAN-ALEXANDRE";" UJF GRENOBLE 1, CNRS, INSERM, TIMC IMAG UMR 5525, F-38041 GRENOBLE, FRANCE.;";;
;SURGICAL AND RADIOLOGIC ANATOMY;POSTNATAL MYOCARDIUM REMODELLING GENERATES INHOMOGENEITY IN THE ARCHITECTURE OF THE VENTRICULAR MASS;"JOUK, PIERRE-SIMON; BA LUU TRUONG; MICHALOWICZ, GABRIELLE; USSON, YVES";" EQUIPE DYCTIM, LAB TIMC IMAG, F-38706 LA TRONCHE, FRANCE.; ";;
;IEEE JOURNAL OF TRANSLATIONAL ENGINEERING IN HEALTH AND MEDICINE-JTEHM;REDUCTION OF PROLONGED EXCESSIVE PRESSURE IN SEATED PERSONS WITH PARAPLEGIA USING WIRELESS LINGUAL TACTILE FEEDBACK: A RANDOMIZED CONTROLLED TRIAL;"MOREAU-GAUDRY, A.;; BOSSON, J.; -L.;; PAYAN, Y.;";" CNRS, TIMC IMAG, F-38706 LA TRONCHE, FRANCE.; ";;
;SURGERY FOR OBESITY AND RELATED DISEASES;RESPONSE TO \;;;;
;THROMBOSIS RESEARCH;EFFECT OF DOUBLE-FILTRATION PLASMAPHERESIS FOR ANTIBODY-MEDIATED REJECTION ON HEMOSTASIS PARAMETERS AND THROMBIN GENERATION (VOL 166, PG 113, 2018);"MARLU, R.;; SEYVE, L.;; LE GOUELLEC, A.;; POLACK, B.;";" CNRS, THEREX, TIMC, IMAG,UMR5525, GRENOBLE, FRANCE.; ";;
;JOURNAL OF SLEEP RESEARCH;A SMARTPHONE BASED MACHINE LEARNING METHOD FOR THE FINE CHARACTERIZATION OF SNORING;"BRICOUT, A.;";" CNRS, TIMC IMAG, LA TRONCHE, FRANCE.;";;
;ANNALS OF THE RHEUMATIC DISEASES;NEUTROPHIL-RELATED BIOMARKERS DISCRIMINATE SEPTIC ARTHRITIS FROM OTHER INFLAMMATORY ARTHRITIDES: DATA FROM THE BOSSA TRIAL;"TROCME, C.;; TOUSSAINT, B.;";" UGA, UMR 5525 LAB, IMAG, REX,TIMC, GRENOBLE, FRANCE.; ";;
;FUNDAMENTAL & CLINICAL PHARMACOLOGY;INFLAMMATION IS THE MAIN RISK FACTOR FOR SUPRATHERAPEUTIC LEVELS OF VORICONAZOLE IN HEMATOLOGICAL PATIENTS;"THIEBAUT-BERTRAND, A.;; CAHN, J.; Y.;";" CNRS, TIMC THEREX, UMR 5525, LA TRONCHE, FRANCE.;";;
;FUNDAMENTAL & CLINICAL PHARMACOLOGY;TREATMENT OF ALLOGENEIC HEMATOPOIETIC STEM CELL TRANSPLANT RECIPIENTS BY POSACONAZOLE TABLETS: IS THERAPEUTIC DRUG MONITORING STILL USEFUL?;"THIEBAUT-BERTRAND, A.;; CAHN, J.; Y.;";" TIMC THEREX, UMR 5525, GRENOBLE, FRANCE.;";;
;AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE;SHOCK-ASSOCIATED CARDIAC ARREST: VASODILATOR THERAPY MAY HELP;DEBATY, GUILLAUME;" UNIV GRENOBLE ALPS, CNRS, TIMC IMAG UMR 5525, GRENOBLE, FRANCE.; ";;
;INTERNATIONAL JOURNAL OF CLINICAL PHARMACY;EVEROLIMUS IN LUNG TRANSPLANTATION: A DILEMMA?;BEDOUCH, PIERRICK;" CNRS, TIMC IMAG UMR 5525, THEMAS, GRENOBLE, FRANCE.;";;
VERIMAG;;;;;;
;HSCC 2018: PROCEEDINGS OF THE 21ST INTERNATIONAL CONFERENCE ON HYBRID SYSTEMS: COMPUTATION AND CONTROL (PART OF CPS WEEK);EFFICIENT PARAMETRIC IDENTIFICATION FOR STL;"BAKHIRKIN, ALEXEY; MALER, ODED";" CNRS, VERIMAG, F-38000 GRENOBLE, FRANCE.; ";;
;ELECTRONIC PROCEEDINGS IN THEORETICAL COMPUTER SCIENCE;SYSTEM DESIGN IN THE ERA OF IOT - MEETING THE AUTONOMY CHALLENGE;SIFAKIS, JOSEPH;" CNRS, VERIMAG, GRENOBLE, FRANCE.;";;
;2018 IEEE 24TH INTERNATIONAL CONFERENCE ON EMBEDDED AND REAL-TIME COMPUTING SYSTEMS AND APPLICATIONS (RTCSA);PREDICTABILITY IN MIXED-CRITICALITY SYSTEMS;"KAHIL, RANY; BENSALEM, SADDEK";" UGA, VERIMAG, F-38000 GRENOBLE, FRANCE.; ";;
;PROCEEDINGS OF THE 26TH INTERNATIONAL CONFERENCE ON REAL-TIME NETWORKS AND SYSTEMS (RTNS 2018);ALGORITHMIC COMPLEXITY OF CORRECTNESS TESTING IN MC-SCHEDULING;"KAHIL, RANY; BENSALEM, SADDEK";" UGA, VERIMAG, GRENOBLE, FRANCE.; ";;
LETI;;;;;;
;NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT;DESIGN AND FABRICATION OF COOLED SILICON BOLOMETERS FOR MM WAVE DETECTION;"GOUDON, V.;; ALIANE, A.;; RABAUD, W.;; VIALLE, C.;; POCAS, S.;; BAGHE, E.;; DUSSOPT, L.;; AGNESE, P.;; SHUN, N.; LIO SOON; BECKER, S.;";" CEA, LETI, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.; ";;
;JOURNAL OF APPLIED PHYSICS;IMPACT OF EDGE ROUGHNESS ON THE ELECTRON TRANSPORT PROPERTIES OF MOS2 RIBBONS;"PARK, JEJUNE; TRIOZON, FRANCOIS";" CEA, LETI, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.; ";;
;SCIENCE ADVANCES;READOUT AND CONTROL OF THE SPIN-ORBIT STATES OF TWO COUPLED ACCEPTOR ATOMS IN A SILICON TRANSISTOR;"BARRAUD, SYLVAIN; LAVIEVILLE, ROMAIN";" CEA, LETI, MINATEC, F-38000 GRENOBLE, FRANCE.;";;
;ADVANCED MATERIALS;INCIPIENT METALS: FUNCTIONAL MATERIALS WITH A UNIQUE BONDING MECHANISM;RATY, JEAN-YVES;" UGA, CEA, LETI, MINATEC CAMPUS,17 RUE MARTYRS, F-38054 GRENOBLE 9, FRANCE.;";;
;JOURNAL OF LOW TEMPERATURE PHYSICS;SUPERCONDUCTING TI/TIN THIN FILMS FOR MM-WAVE ABSORPTION;"ALIANE, A.;; RABAUD, W.;; AGNESE, P.;; GOUDON, V.;; DUSSOPT, L.;; VIALLE, C.;; BAGHE, E.;; POCAS, S.;; CARLE, L.;; SHUN, N.; LIO SOON; BECKER, S.;; HAMELIN, A.;";" CEA, LETI, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.; ";;
;SENSORS AND ACTUATORS A-PHYSICAL;FABRICATION METHODS FOR HIGH-PERFORMANCE MINIATURE DISKS OF TERFENOL-D FOR ENERGY HARVESTING;"ISSINDOU, V.;; VIALA, B.;";" CEA, LETI, MINATEC CAMPUS, F-38000 GRENOBLE, FRANCE.; ";;
;SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY;X-RAY REFLECTOMETRY AND GRAZING-INCIDENCE X-RAY FLUORESCENCE CHARACTERIZATION OF INNOVATIVE ELECTRODES FOR TANTALUM-BASED RESISTIVE RANDOM ACCESS MEMORIES;"NOLOT, E.;; CABY, B.;; GASSILLOUD, R.;; VEILLEROT, M.;";" CEA, LETI, MINATEC CAMPUS,17 RUE MARTYRS, F-38054 GRENOBLE 9, FRANCE.; ";;
;SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY;GRAZING INCIDENT X-RAY FLUORESCENCE COMBINED WITH X-RAY REFLECTOMETRY METROLOGY PROTOCOL OF TELLURIDE-BASED FILMS USING IN-LAB AND SYNCHROTRON INSTRUMENTS;"PESSOA, W.;; ROULE, A.;; NOLOT, E.;; MAZEL, Y.;; BERNARD, M.;; GERGAUD, P.;";" CEA, LETI, MINATEC CAMPUS,17 RUE MARTYRS, F-38054 GRENOBLE 9, FRANCE.; ";;
;ACS NANO;ELECTRONIC PROPERTIES OF TRANSFERABLE ATOMICALLY THIN MOSE2/H-BN HETEROSTRUCTURES GROWN ON RH(111);RENAULT, OLIVIER;" CEA, LETI, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.;";;
;IEEE TRANSACTIONS ON ELECTRON DEVICES;ALL-ELECTRICAL CONTROL OF A HYBRID ELECTRON SPIN/VALLEY QUANTUM BIT IN SOI CMOS TECHNOLOGY;"HUTIN, LOUIS; BERTRAND, BENOIT; BARRAUD, SYLVAIN; VINET, MAUD";" CEA, LETI, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.; ";;
;JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A;LOW DAMAGE PATTERNING OF IN0.53GA0.47AS FILM FOR ITS INTEGRATION AS N-CHANNEL IN A FIN METAL OXIDE SEMICONDUCTOR FIELD EFFECT TRANSISTOR ARCHITECTURE;"BIZOUERNE, MAXIME; BURTIN, PAULINE";" CEA, LETI, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.;";;
;JOURNAL OF LOW TEMPERATURE PHYSICS;CHARACTERIZATION OF DOPED SILICON THERMOMETERS FOR VERY HIGH SENSITIVITY CRYOGENIC BOLOMETERS;"ALIANE, ABDELKADER; GOUDON, VALERIE; DUSSOPT, LAURENT";" CEA, LETI, MINATEC, 17 AVE MARTYRS, F-38054 GRENOBLE 9, FRANCE.;";;
;JOURNAL OF LOW TEMPERATURE PHYSICS;ELECTROMAGNETIC SIMULATIONS OF NEWLY DESIGNED SEMICONDUCTOR BOLOMETERS FOR SUBMILLIMETER OBSERVATIONS;"ALIANE, A.;; GOUDON, V.;; DUSSOPT, L.;; RABAUD, W.;";" CEA, LETI, MINATEC, GRENOBLE, FRANCE.; ";;
;JOURNAL OF LOW TEMPERATURE PHYSICS;BRAHMS-SENSITIVE BOLOMETER ARRAYS FOR THE SPICA IMAGING POLARIMETRY;"ALIANE, A.;; DUSSOPT, L.;; GOUDON, V.;";" CEA, LETI, MINATEC, 11 AVE MARTYRS, F-38054 GRENOBLE, FRANCE.; ";;
;SMART MATERIALS AND STRUCTURES;CM-SCALE AXIAL FLOW WATER TURBINES FOR AUTONOMOUS FLOWMETERS: AN EXPERIMENTAL STUDY;"GASNIER, P.;; SAOUTIEFF, E.;; SORIANO, O.;; ALESSANDRI, B.;; BOISSEAU, S.;";" CEA, LETI, MINATEC CAMPUS,17 RUE MARTYRS, F-38054 GRENOBLE 9, FRANCE.; ";;
;SENSORS AND ACTUATORS B-CHEMICAL;STANDARDIZED AND MODULAR MICROFLUIDIC PLATFORM FOR FAST LAB ON CHIP SYSTEM DEVELOPMENT;"ALESSIO, M.;; VERPLANCK, N.;";" CEA, LETI, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.; ";;
;APPLIED PHYSICS LETTERS;OPTICAL VS ELECTRONIC GAP OF HAFNIA BY AB INITIO BETHE-SALPETER EQUATION;"SKLENARD, BENOIT; DRAGONI, ALBERTO; TRIOZON, FRANCOIS";" CEA, LETI, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.; ";;
;ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY;PROCESS VARIABILITY FOR DEVICES AT AND BEYOND THE 7 NM NODE;"BARRAUD, S.;";" CEA, LETI, MINATEC, GRENOBLE, FRANCE.; ";;
;PHYSICAL REVIEW MATERIALS;CHEMICAL NATURE OF THE ANION ANTISITE IN DILUTE PHOSPHIDE GAAS1-XPX ALLOY GROWN AT LOW TEMPERATURE;"VEILLEROT, M.;";" CEA, LETI, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.; ";;
;SENSORS AND ACTUATORS B-CHEMICAL;FILAMENT ASSISTED CHEMICAL VAPOR DEPOSITED ORGANOSILICATE AS CHEMICAL LAYER FOR NANOMETRIC HYDROCARBON GAS SENSORS;"JOUSSEAUME, V.;; YEROMONAHOS, C.;; EL SABAHY, J.;; LADNER, C.;; BENEDETTO, K.;; OLLIER, E.;";" CEA, LETI, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.; ";;
;ULTRAMICROSCOPY;3D HIGH RESOLUTION IMAGING FOR MICROELECTRONICS: A MULTI-TECHNIQUE SURVEY ON COPPER PILLARS;"FRACZKIEWICZ, A.;; AUDOIT, G.;; MOURIER, T.;; BLEUET, P.;";" CEA, LETI, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.; ";;
